tweet_id,text,retweet_count,like_count
1596549451304380000,"Vaccination💉 is the most effective tool for the control and eradication of 🦠 lumpy skin disease 🦠.

In most cases, it's even less costly than other measures. By protecting animals from getting infected, vaccines prevent economic losses. 

#OneHealth https://t.co/f1TrskyFee",21,70
1594012852452560000,"For World Antimicrobial Awareness Week, we’re calling on leaders👩‍💼 and policy makers👨‍⚖️ to think ahead and address the global threat of 🦠 #AntimicrobialResistance 🦠.

The return on investment of fighting drug-resistant bacteria is huge. #WAAW2022 #OneHealth https://t.co/7xUc6HXXVd",33,61
1593585311849890000,"#AMR poses a threat to animal &amp; human health &amp; ecosystems.

How will the #AntimicrobialResistance Multi-Stakeholder Partnership Platform, an initiative by the Quadripartite alliance, ensure that these impacts are addressed globally 👉 https://t.co/u1edS6NApk

#WAAW2022 #OneHealth https://t.co/W5QVjkyeSF",9,29
1593548662491200000,"How can we combat #climatechange from a #OneHealth perspective?
 
Today our very own @ChadiaWannous is speaking at a #COP27 Quadripartite side-event on how the environmental sector can be better integrated into One Health implementation.

Livestream 👉 https://t.co/OudkeNMd7l https://t.co/p4vhMVIA5D",64,1402
1593537025495520000,"World Antimicrobial Awareness Week starts today! 

🦠Drug-resistant pathogens🦠 are a global threat to animals, humans, plants &amp; the environment. Via the responsible use of #antimicrobials 💉, we can make sure they remain effective for all. #WAAW2022

#OneHealth #EveryonesHealth https://t.co/c7l8T1zhMd",108,1527
1593272924559280000,"#Antimicrobials 💉 are a global public good.

The animal, human and plant health sectors therefore have a shared responsibility to prevent or minimise 🦠 #AntimicrobialResistance (#AMR) 🦠.

By using them prudently we can protect the efficacy of these vital treatments. #OneHealth https://t.co/GudebasdDE",26,53
1592487585019880000,"The ✅globalisation of trade, ✅global warming and ✅changes in human behaviour create new opportunities for pathogens to evolve and reach new territories.
 
We're using the #OneHealth approach to coordinate multi-sectoral prevention &amp; response efforts 👉
https://t.co/lBUrnWyBmn https://t.co/6F0pWRorl9",13,45
1592064815560030000,"Controlling 🦠animal pathogens🦠 at their animal source is the most effective and economic way of protecting people.

When left unchecked, animal disease outbreaks cause devastating economic losses, especially in rural communities that depend on livestock production.

#OneHealth https://t.co/3WYaBvXumt",22,49
1590328359111760000,"The #OneHealth approach is crucial for addressing the complex health challenges we face, such as: ecosystem degradation, food system failures, infectious diseases and antimicrobial resistance.

Here's how we're planning to strengthen the world’s defenses👉 https://t.co/N2UHoGXlKU https://t.co/vy6FvlJlEA",9,26
1589950948624980000,"The impact of zoonoses 🦠 goes beyond human &amp; #animalhealth: livelihoods &amp; economies are also at risk. One sector cannot manage these health threats alone.

Here are the steps countries can take to build #OneHealth multisectoral coordination mechanisms 👉https://t.co/DESpnuwXCL https://t.co/526FapIxoe",20,59
1589913114987750000,"✅ 1.3 billion people depend on livestock and aquatic animals for a living.

✅ Wildlife supports the #biodiversity that our #ecosystems depend on.

Let us recognise the vital role animals play in our environment, livelihoods &amp; lives.

#OneHealth #EveryonesHealth https://t.co/LaEyUz6BFO",13,43
1589648876184670000,"The Quadripartite #OneHealth Joint Plan of Action will ensure that ✅animal, ✅human and ✅environmental health sectors are better able to prevent, predict, detect, prepare, and respond to crises collaboratively.

Learn more 👇 https://t.co/N2UHoGXlKU",12,32
1589613865981150000,"Antimicrobial resistance (AMR) continues to endanger animals, humans &amp; plants, but we can all take part in the fight against it.

Follow us to learn how we’re encouraging #OneHealth stakeholders, policymakers &amp; health care providers to be AMR awareness champions!",7,86
1588215018147150000,"All 🦠 six pandemics 🦠 that happened in the last 40 years found their origin in animals.

Our Senior Specialist for #OneHealth Chadia Wannous explains why preventing pandemics calls for the full engagement of the #animalhealth sector. #OneHealthDay https://t.co/nWjTUX3sVW",28,75
1588204106111400000,"November 3 is #OneHealthDay, a global campaign that celebrates and brings attention to the need for a #OneHealth approach to address shared health threats at the human-animal-environment interface. @CDC_NCEZID @ncohnl @OneHealthCom https://t.co/INauSaUkjE https://t.co/nOtDojhNjL",5,3
1588154184238500000,"Animal health is #EveryonesHealth.

The #OneHealth Joint Plan of Action will guide the integration of health systems across sectors so we can collectively prevent, predict, detect and respond to disease threats like #monkeypox, #COVID19 and #Ebola 👉 https://t.co/N2UHoGXlKU https://t.co/zwUQCiK25V",12,46
1588093663195850000,"It’s World #OneHealth Day!

Animal and environmental health is #EveryonesHealth. We’re working to create a future in which ✅animals, ✅humans and the ✅environment benefit and support each other, for a healthier, more 🌿 #sustainable ecosystem balance 🌿. https://t.co/gKqkENb1zh",27,74
1587927616488540000,"☣️ Antimicrobial resistance (AMR)
☣️ Zoonoses
☣️ Foodborne diseases
☣️ Pathogens in wildlife
 
...all pose major challenges to 🌿 #sustainability 🌿 worldwide. We must recognise the interdependence of environmental, animal and human health under the #OneHealth approach. https://t.co/m5XR1ua4bW",31,79
1587791764810860000,"Tomorrow is World #OneHealth Day!

The One Health approach recognises the interdependence of ✅animal, ✅human and ✅environmental health. #DYK, at least 🦠 75% of emerging infectious diseases 🦠 originate from animals? It's #EveryonesHealth. https://t.co/oo04XGDv4e",54,132
1587112284463280000,"Animal, human, &amp; environmental health are interdependent and must be confronted as a whole.

#DYK? Humans and livestock are more likely to encounter wildlife when over 25% of an original forest cover is lost. These contacts boost the likelihood of disease transmission. #OneHealth https://t.co/QR0jIkwHME",24,72
1585541815154910000,"It’s #WorldSustainabilityDay!🌿
 
Investing in Vet Services &amp; disease surveillance supports #sustainable animal production🐑🐄 🐖🐓🐐🐟🦐.
#AnimalHealth is intrinsic to the #sustainability of ecological systems as well. Today and everyday, we’re working to protect it. #OneHealth https://t.co/L91Ce4bw3d",165,3886
1583427962669450000,"#AntimicrobialResistance is a global issue – risks taken by one country endanger the effectiveness and availability of antibiotics for the whole planet 🌎.

We must work together to protect the efficacy of antimicrobials💉. 

#OneHealth #EveryonesHealth https://t.co/e9IPYL3N8S",20,45
1583050501599690000,"Preventing &amp; controlling health risks at the human–animal–ecosystems interface calls for major collaboration🤝

The #OneHealth alliance is developing global strategies &amp; tools to better coordinate ✅human, ✅veterinary &amp; ✅environmental health policies 👉 https://t.co/8gF2YXPJm8 https://t.co/MJQURRNdFd",21,55
1582763677312090000,"Human health depends on #animalhealth. #DYK? 60% of pathogens that cause human diseases come from animals.
 
We're working with our #OneHealth partners to save millions of lives &amp; trillions of 💵 by coordinating pandemic prevention, helping to stop #zoonoses before they emerge. https://t.co/srf31Q2jGI",32,83
1582703220211610000,"Wildlife authorities are at the forefront of protecting wild birds from #birdflu. What actions can they take to reduce risks associated with the disease? Our new guidance uses a #OneHealth approach, considering the health of wild birds, poultry &amp; people 👉 https://t.co/xVidNsnNWN https://t.co/c3uUsmis08",18,44
1582665382564960000,"Why is the #OneHealth approach so important?
 
The health of ✅animals, ✅humans &amp; ✅plants are deeply interconnected. Controlling diseases such as 🦠 rabies, bird flu, tuberculosis &amp; even #COVID19 🦠 calls for collaboration across all health sectors 👉 https://t.co/lBUrnWQcKX https://t.co/mdDyZGBnzD",27,63
1582416339800850000,"Food contamination can occur during: 

✅ primary production 
✅ transport 
✅ processing 
✅ storage 
✅ distribution 

We’re calling on countries to mitigate risks throughout the food chain using a #OneHealth approach to ensure #foodsafety 👉 https://t.co/NHi2B9wFNs https://t.co/olbeu8vAIV",26,40
1582025919363170000,"The #OneHealth Joint Plan of Action focuses on six areas
✅One Health capacities for health systems
✅Emerging &amp; re-emerging zoonotic epidemics &amp; pandemics
✅Endemic zoonoses &amp; vector-borne disease
✅Food safety
✅Antimicrobial resistance
✅Integrating environment into One Health https://t.co/Z6zedIINpU",71,139
1582008659055300000,"From production to consumption, #foodsafety is a shared responsibility that calls for collaboration across sectors.

We’re working with our #OneHealth partners to improve food safety globally. https://t.co/7Lt5vdMnjB",18,54
1581968692690430000,"Today we launched the #OneHealth Joint Plan of Action with 
@FAO, @WHO and @UNEP.

The plan aims to strengthen collaboration and capacity building across all sectors addressing health concerns at the human-animal-plant-environment interface.

Learn more👇
https://t.co/N2UHoGXTAs",33,91
1580226872478080000,"#DYK? Data plays a key role in the fight against 🦠 #AntiMicrobialResistance (AMR) 🦠.
 
We count on #animalhealth professionals to record data whenever #antimicrobials are used in animals 💉 so that we can improve our AMR  guidance and monitor the global situation. #OneHealth https://t.co/RbGGc00Zxc",10,30
1579532318481710000,"Part of the fight against 🦠 #AntimicrobialResistance (AMR) 🦠 entails supporting alternatives to antibiotics, such as 💉vaccines or better ☣️biosecurity practices.

By focusing on preventing infections, we can reduce the use/misuse of antibiotics and combat #AMR. #OneHealth https://t.co/mbFL05rMKl",33,99
1578369562138900000,"What does coordinated strategy against rabies look like?

✅appropriate surveillance &amp; reporting
✅coordinated dog vaccination campaigns
✅effective dog population management
✅impactful public awareness campaigns

Let’s work together to end rabies deaths.

#ZeroBy30 #OneHealth",9,40
1578294063765270000,"#DYK? By investing more in #rabies elimination 🦠🐶👊, countries can strengthen health systems and improve equity and access to care.

Here’s why the #OneHealth approach is crucial for stronger health systems capable of responding to zoonotic threats. 👇 https://t.co/JsRM2EXX5K",15,40
1577614693878870000,"We're uniquely placed to lead efforts tackling #zoonoses 🦠. 

As the global authority on #animalhealth &amp; with our vast network of knowledge &amp; expertise, we’re more than capable to tackle the health challenges of today &amp; build a better future for all.

#EveryonesHealth #OneHealth https://t.co/CV2ip0sqaJ",20,55
1577576878097020000,"We encourage countries to report 🦠 animal disease outbreaks 🦠 to our World Animal Health Information System (#WAHIS) to reduce their devastating impacts via better ✅preparedness, ✅prevention &amp; ✅response.

#AnimalHealth is our health. It's #EveryonesHealth.

#OneHealth https://t.co/mffVKc0BRq",15,70
1577342944989920000,"⭕️ 1.3 billion people depend on livestock &amp; aquatic animals for a living.
⭕️ #Wildlife supports the #biodiversity that our #ecosystems depend on.

For #WorldAnimalDay, let’s recognise the vital role animals play in our environment, livelihoods &amp; lives. #OneHealth #EveryonesHealth https://t.co/DAubnOmj3z",36,112
1577267421030880000,"Today is #WorldAnimalDay! 

This year’s theme – 🌏 ‘a shared planet’ 🌏 – reminds us that animal and human health are interdependent and bound to the health of #ecosystems🌿.

That’s why we promote the #OneHealth approach throughout our work. #AnimalHealth is #EveryonesHealth. https://t.co/YLAwZBdl62",531,8456
1575802765439390000,"#Vaccination 💉 is the most effective tool for the control and eradication of 🦠 lumpy skin disease 🦠.

In most cases, it's even less costly than other measures. By protecting animals from getting infected, #vaccines prevent economic losses. 

#OneHealth https://t.co/IdXscieCQz",11,89
1575396501500700000,"#OneHealth has increasingly become part of disease control programmes.

For example, #COVID19 &amp; #AMR have shown the link between animal, human &amp; environmental health. #Rabies requires the same multisectoral approach if we're to #EndRabiesNow 👉https://t.co/jGQ93uilDf

#WRD2022 https://t.co/sGhJy2XuOH",12,72
1575092961318090000,"#Rabies 🦠🐶 is 100% preventable, yet it still kills around 59,000 people yearly, representing both a heavy public health and economic burden.

By operationalising #OneHealth at all levels, the world can better prevent health threats like rabies.

#WRD2022 https://t.co/JsRM2FfxXi",21,113
1572933896651800000,"#OneHealth is crucial against global health risks as they call for full cooperation of the animal, human &amp; environmental health sectors. For example, #COVID19🦠 is a human health crisis caused by a virus of potential animal origin.

Only together can we prevent future pandemics. https://t.co/JssZXAhncX",33,76
1572646933130520000,"What does the future look like for #veterinarians👩‍⚕️?

Vets will continue to play a key role in challenges related to #OneHealth, including pet health in the family, food safety &amp; quality, disease control for public health, animal welfare &amp; environmental health.

#EveryonesHealth https://t.co/aj1zdkrJRB",28,88
1572569096163820000,"Emerging zoonotic diseases continue to pose a major threat to public health &amp; the global economy.

Discover the tools we've developed with @FAO &amp; @WHO to help countries improve multisectoral collaboration, surveillance &amp; information sharing 👉 https://t.co/zJa53cAa1e 

#OneHealth https://t.co/YGKZvTHuJq",18,46
1572514721806290000,"#DYK? 🦠 60% of pathogens 🦠 that cause human diseases come from animals.

We're working with #OneHealth partners to save millions of lives &amp; trillions of dollars by coordinating pandemic prevention efforts, rather than fighting #zoonoses after they’ve spread.

#EveryonesHealth https://t.co/s6avPfIcxT",34,86
1571907071536150000,"Know the facts about #rabies just in time for #WorldRabiesDay 🐕 🐩 on September 28.

Do you know what the common route of 🦠 transmission of rabies 🦠 is to humans 🐶 ➡️ 🙎?

#OneHealth https://t.co/lzr2vleX9u",23,54
1571484257901580000,"👩‍⚕️ Veterinarians 👨‍⚕️ play an essential role in the protection and improvement of animal health and welfare, from 🐥livestock, 🐟fish and 🐶pets to 🦌wildlife.

By protecting #animalhealth, veterinarians also protect people and the environment.

#OneHealth #EveryonesHealth https://t.co/WpxcbNe9rL",85,224
1570819946791180000,"Wildlife &amp; human health are interconnected.

75% of 🦠emerging infectious diseases🦠 originate from animals.

We can prepare for future health threats by improving animal disease surveillance systems to detect pathogens in #wildlife before they endanger global health. #OneHealth https://t.co/98S8ckWjqj",29,88
1570110228724610000,"Animal, human &amp; environmental health are interdependent &amp; must be confronted as a whole.

#DYK? Humans &amp; livestock are more likely to encounter #wildlife when over 25% of an original forest cover is lost. These contacts boost the likelihood of disease transmission 🦠.

#OneHealth https://t.co/Augb2kd8qJ",20,58
1569970482497130000,"It’s #EveryonesHealth.

The health of 🐮animals &amp; the 🌿environment are affected by human activities, however their health also determines 🧑‍💼human health. 
Together, we can find concrete solutions for a healthier, &amp; more sustainable world 👉 https://t.co/lBUrnWQcKX

#OneHealth https://t.co/Qx9QycoU7j",23,59
1569234463544030000,"Why is the #OneHealth approach so important?
 
The health of animals, humans &amp; plants are deeply interconnected. Controlling diseases like rabies, bird flu, tuberculosis &amp; even #COVID19 calls for collaboration across all health sectors 👉 https://t.co/lBUrnWQcKX

#EveryonesHealth https://t.co/vc96FxdJ5E",29,80
1568154779821430000,"Wildlife authorities are at the forefront of protecting wild birds from #birdflu. What actions can they take to reduce risks associated with the disease? Our new guidance uses a #OneHealth approach, considering the health of wild birds, poultry &amp; people 👉 https://t.co/xVidNs6d5f https://t.co/FZEznHYhyK",11,38
1567905736767800000,"The Nature for Health initiative is a multi-partner trust fund working to prevent zoonotic spillovers by strengthening the environmental aspects of #OneHealth.

As key partners, we’re encouraging middle- and low-income countries to apply for phase one→  https://t.co/BRU5NKzyU6 https://t.co/j5woJ5z2pM",7,41
1567407446552970000,"As the global authority on #animalhealth, how are we working towards a 🌐 healthier world 🌐? 

By operating without borders: we collaborate with other sectors and consider other expertise.

#EveryonesHealth #OneHealth https://t.co/XqhbYmPZeZ",5,22
1566410834536030000,"☣️ Antimicrobial resistance (AMR)
☣️ Zoonoses
☣️ Foodborne diseases
☣️ Pathogens in wildlife

...all pose major challenges to #sustainability worldwide. We must recognise the interdependence of animal, human &amp; environmental health under the #OneHealth approach.

#EveryonesHealth https://t.co/Cmwg6dqGJk",61,130
1565640687839760000,"By working together with @FAO, @UNEP &amp; @WHO 
through the #OneHealth approach, we can help countries with the early detection &amp; control of emerging animal &amp; human diseases🦠 &amp; prevent their spread worldwide🌎.

More about our alliance 👇 https://t.co/8gF2YXPbwA 

#EveryonesHealth",9,22
1564206320546350000,"Human health depends on #animalhealth.

#DYK? 🦠 60% of pathogens 🦠 that cause human diseases come from animals.

The #OneHealth alliance is working to save millions of lives &amp; trillions of 💵 by coordinating pandemic prevention, helping to stop #zoonoses before they emerge. https://t.co/gOLrNnRIRb",62,106
1562786875772770000,"In May 2021, we were part of the One Health High-Level Experts Panel's launch to improve understanding of how diseases, with the potential to trigger pandemics, emerge &amp; spread.

With its launch is the development of #OneHealth’s definition 👇

#EveryonesHealth",27,53
1562454793083590000,"Animal, human &amp; environmental health are interdependent and must be confronted as a whole.

#DYK? Humans and livestock are more likely to encounter wildlife when over 25% of an original forest cover is lost. These contacts boost the likelihood of disease transmission.

#OneHealth https://t.co/FQHrDGy4PE",13,40
1562107499716670000,"Why is the #OneHealth approach so important?
 
The health of animals, humans &amp; plants are deeply interconnected. Controlling diseases like rabies, bird flu, tuberculosis &amp; even #COVID19  calls for collaboration across these sectors 👉 https://t.co/lBUrnWQcKX

#EveryonesHealth https://t.co/VAed6Qp2rZ",33,73
1562047058458170000,"#Monkeypox is an example of how human &amp; #animalhealth are linked.

Strong multi-sectoral work between public health experts, veterinarians &amp; wildlife authorities is key to tackle the disease &amp; ensure a safe future for us all 👉 https://t.co/3heek25FIN

#OneHealth #EveryonesHealth https://t.co/TxYkJ6EGsS",26,65
1560899476641950000,"It's #WorldMosquitoDay 🦟!

Mosquitos can transmit diseases like Rift Valley Fever, a zoonosis that affects both animals &amp; humans. 

With our #EBOSURSY initiative, we’re helping Veterinary Services &amp; others recognise the signs of RVF with #OneHealth 👉 https://t.co/p5a4EkfPum https://t.co/sYOBLZrSKj",53,96
1560522027907310000,"#OneHealth is crucial against global health risks as they call for full cooperation of the animal, human &amp; environmental health sectors. For example, #COVID19🦠 is a human health crisis caused by a virus of potential animal origin.

Only together can we prevent future pandemics. https://t.co/pOiaJ5tLvU",46,103
1560235071298310000,"We support research efforts on 🦠 #MERS-CoV 🦠 such as those of the @adafsa_gov in the 🇦🇪United Arab Emirates (#UAE). 

Such research sheds light on the possible mechanisms of virus transmission between animals and humans. 

#EveryonesHealth #OneHealth https://t.co/WQj6hT0tj8",3,24
1559585832419330000,"#Monkeypox is an example of how human &amp; #animalhealth are linked.

Strong multi-sectoral work between public health experts, veterinarians &amp; wildlife authorities is key to tackle the disease &amp; ensure a safe future for all 👉 https://t.co/3heek25FIN

#OneHealth #EveryonesHealth https://t.co/4Z5PrGBqwA",14,28
1559208439787700000,"Travelling responsibly can:

✅ Curb the spread of #AfricanSwineFever
✅ Protect pig health and welfare
✅ Safeguard food security
✅ Maintain livelihoods

Do your part to stop ASF's 🦠🐷 spread! #ASFStoptheSpread

#EveryonesHealth #OneHealth https://t.co/hMRtIqoPNw",59,598
1559118614770420000,"This correspondence published in @TheLancet describes the 1st case of a #dog with confirmed #monkeypox #infection that might have been acquired through human transmission. (Images A, B: human, C, D: dog) #monkeypoxoutbreak #MPXV #onehealth https://t.co/Mf9G72PvLj https://t.co/UWhR956g3v",6,6
1558800613760200000,"Today's global challenges, from pandemics to #climatechange, majorly impact #wildlife health.
 
At the @WildlifeDisease Association's 70th annual international conference, we discussed how we can increase collaboration to protect wildlife through a #OneHealth.

#EveryonesHealth https://t.co/a4u9liEOdu",16,48
1557774012536830000,"Human deaths from #rabies can be prevented via a coordinated strategy against the disease:

✅appropriate surveillance &amp; reporting
✅effective dog vaccination campaigns
✅good dog population management
✅impactful public awareness campaigns

#ZeroBy30 #OneHealth #EveryonesHealth https://t.co/SGocrOZG6I",26,54
1557773973450010000,"#Antimicrobials are a global public good.

The animal, human &amp; plant health sectors have a shared responsibility to prevent or minimise 🦠#AntimicrobialResistance (AMR)🦠.

By using them more prudently we can protect these vital treatments' efficacy.

#OneHealth #EveryonesHealth https://t.co/pkMKDTvftC",9,24
1557660625953760000,"By strengthening #animalhealth &amp; human health systems in their fight against 🦠 zoonotic diseases 🦠, we, with our partners, are showing how the #OneHealth approach is a tangible and sustainable way to make the world safer for everyone.

#EveryonesHealth https://t.co/KxC2l9qTE1",35,71
1557411580484240000,"🦠 Drug-resistant pathogens 🦠 can spread between &amp; within animals, humans, plants &amp; the environment.

We work closely with our #OneHealth partners &amp; Members to combat #AntimicrobialResistance (#AMR), promote the prudent use of vital antimicrobials &amp; protect #EveryonesHealth. https://t.co/h2s7zvrjKK",44,102
1557320865808850000,"Wildlife health is #EveryonesHealth – we must all work together to protect it.
 
At this year’s @WildlifeDisease Association conference, we spoke with experts &amp; organisations on how we can better collaborate to build networks &amp; holistic solutions for #wildlife health.

#OneHealth https://t.co/CFcD61mgO7",13,36
1556641460098830000,"Protecting the efficacy of #antibiotics 💉 is vital to animal and human health. They must be used prudently.
 
We can reduce their use/misuse and combat #AntimicrobialResistance (#AMR) by focusing on preventing infections🦠.

#OneHealth #EveryonesHealth https://t.co/5RU34wPb8H",17,57
1555599619173900000,"#DYK data plays a key role in fighting against #AntiMicrobialResistance (AMR) 🦠?

We count on #animal health professionals to record data whenever #antimicrobials are used in animals so we can improve our AMR guidance &amp; monitor the global situation.

#OneHealth #EveryonesHealth https://t.co/m11iugDjw9",9,20
1555509229250900000,"What is #OneHealth? Remember Moussa? Get to know him again &amp; find out!

We’re aiming to build the capacity of veterinary professionals 👩‍⚕️👨‍⚕️ in engaging in collaborative, multisectoral work.

LEARN MORE 👉 https://t.co/lBUrnWQcKX

#EveryonesHealth #OneHealth https://t.co/Rqm4WmLe3C",19,38
1555191944539780000,"Prescribe 💉 #antimicrobials 💉 responsibly!

Using them unnecessarily as a quick fix threatens to cause long-term consequences 🦠🦠🦠 not just for animal health but global health as a whole.

#OneHealth #EveryonesHealth https://t.co/aGAbSzzfe7",11,30
1553078033300570000,"#AntimicrobialResistance (AMR) continues to endanger 🐔animals, 👱humans &amp; 🍃plants but we can all take part in the fight against it.

We’re calling on you, along with #OneHealth stakeholders, policymakers &amp; health care providers to be #AMR awareness champions!

#EveryonesHealth https://t.co/OWqGYk49TX",14,51
1552579646553740000,"Tackling 🦠 #AntimicrobialResistance (AMR) 🦠 requires collaborative work. 

How did we, alongside partners, support the Cambodian 🇰🇭 government in applying a national action plan against #AMR with the #OneHealth approach in mind 👉 https://t.co/DlIpTxD9bT

#EveryonesHealth https://t.co/MRsorxs1p6",7,33
1551522749302070000,"💉#Antimicrobials 💉 are a global public good.

They’re essential for the health and welfare of 🐑animals, 🧑humans and the 🍃environment. Let’s preserve their efficacy by using them 👍 prudently 👍!

#EveryonesHealth #OneHealth https://t.co/F9kEYiUlRl",17,37
1549665454125350000,"Our radio awareness campaign in #Guinea 🇬🇳 has improved target population knowledge of zoonoses by 79%! Using the #OneHealth approach, local communities are better equipped to fight the spread of zoonoses affecting the region, such as Ebola.

LEARN MORE 👉 https://t.co/DbW1Lc637r https://t.co/mFpWuelPlD",14,49
1549001150149660000,"What does the future look like for #veterinarians 👨‍⚕️👩‍⚕️?

Vets will continue to play a key role in challenges related to the #OneHealth concept, including pet health in the family, food safety and quality, disease control for public health, animal welfare and environmental health. https://t.co/wmzntGxo0S",35,90
1548951985147310000,"We depend on wild species and they depend on us.

🦇Bats and 🐝bees are major pollinators and are critical for safeguarding 🌿 #ecosystem health 🌿, benefitting the whole planet, including humans and domesticated animals.

#ProtectOurSpecies #OneHealth https://t.co/A1Yvmibt6X",13,44
1547989490978830000,"👩‍⚕️ Veterinarians 👨‍⚕️ play an essential role in the protection and improvement of animal health and welfare, from 🐥livestock, 🐟fish and 🐶pets to 🦌wildlife.

By protecting #animalhealth, veterinarians also protect people and the environment.

#OneHealth #EveryonesHealth https://t.co/iMHKdJfcLT",54,154
1547536382989460000,"Our radio awareness campaign in the Democratic Republic of Congo 🇨🇩 improved target population knowledge of zoonoses by 45%!

Using #OneHealth, local communities are now better equipped to fight zoonoses affecting the region, such as #Ebola.

Watch now 👉 https://t.co/E3OlsXJefP",42,1980
1547325047538430000,"🐮 Bovine tuberculosis
🐶 Rabies
🦇 Ebola

What do these 🦠 animal diseases 🦠 have in common? They are all transmissible to humans, or more commonly known as #zoonoses.

Efforts to tackle them must address the impacts on both animal &amp; human health.

#EveryonesHealth #OneHealth https://t.co/GvM9XUaL7l",52,105
1547151346062840000,"This year, we expanded our #OneHealth alliance to include @UNEP for a stronger partnership with the environmental sector. Together, we’ve developed the AMR Global Action Plan for a more robust &amp; inclusive response to #AntimicrobialResistance.

LEARN MORE👉 https://t.co/71Q4BEaItZ https://t.co/NfeDk2BHqz",9,32
1545045060357460000,"We're acknowledging the crucial work of Veterinary Services' 👩‍⚕️👨‍⚕️ globally.

Through surveillance, monitoring, early detection and timely reporting of 🦠 animal disease outbreaks 🦠, they form the first line of defence against emerging pandemic threats.

#OneHealth https://t.co/CezJdUxJcn",13,35
1544591986166050000,"It's #WorldZoonosesDay! 

#DYK? 60% of pathogens that cause human diseases come from animals. We're working with #OneHealth partners to save millions of lives &amp; trillions of dollars by coordinating pandemic prevention efforts, rather than fighting #zoonoses after they’ve spread. https://t.co/phrmnVr9do",145,2755
